Placa,Tipo,Servicio,Ubicacion_Inscripcion
VUK708,Carro,Particular,BUCARAMANGA
QSE820,Carro,Publico,TUNJA
YFA67K,Moto,Motocicleta,COLOMBIA
ZUN876,Carro,Particular,MEDELLIN
EPR01Z,Moto,Motocicleta,COLOMBIA
WTM37C,Moto,Motocicleta,COLOMBIA
LYW84N,Moto,Motocicleta,COLOMBIA
XYF61J,Moto,Motocicleta,COLOMBIA
CGI86M,Moto,Motocicleta,COLOMBIA
YGQ38M,Moto,Motocicleta,COLOMBIA
VMX88Z,Moto,Motocicleta,COLOMBIA
RGG74W,Moto,Motocicleta,COLOMBIA
EMI86P,Moto,Motocicleta,COLOMBIA
UZJ360,Carro,Particular,MANIZALES
JBW511,Carro,Oficial,PEREIRA
PAG50L,Moto,Motocicleta,COLOMBIA
YSJ582,Carro,Publico,IBAGUE
LBY31S,Moto,Motocicleta,COLOMBIA
UDQ083,Carro,Publico,PEREIRA
FVJ20Z,Moto,Motocicleta,COLOMBIA
WGI94N,Moto,Motocicleta,COLOMBIA
CBE77Z,Moto,Motocicleta,COLOMBIA
SMX76M,Moto,Motocicleta,COLOMBIA
XAP684,Carro,Particular,BOGOTA D.C.
KXU665,Carro,Particular,CUCUTA
EPS52D,Moto,Motocicleta,COLOMBIA
YQB28W,Moto,Motocicleta,COLOMBIA
CBA66X,Moto,Motocicleta,COLOMBIA
DIS04Q,Moto,Motocicleta,COLOMBIA
JNU263,Carro,Particular,MEDELLIN
LIB42S,Moto,Motocicleta,COLOMBIA
AGF680,Carro,Particular,PASTO
MXM76E,Moto,Motocicleta,COLOMBIA
LMV265,Carro,Publico,BUCARAMANGA
WDE15Q,Moto,Motocicleta,COLOMBIA
IDA29S,Moto,Motocicleta,COLOMBIA
WBT122,Carro,Publico,BOGOTA D.C.
YCY229,Carro,Publico,BUCARAMANGA
KZV468,Carro,Publico,PEREIRA
AFP147,Carro,Particular,IBAGUE
RBB57F,Moto,Motocicleta,COLOMBIA
AJZ605,Carro,Publico,TUNJA
QDV166,Carro,Particular,BARRANQUILLA
MDA82I,Moto,Motocicleta,COLOMBIA
DQU90D,Moto,Motocicleta,COLOMBIA
FJX335,Carro,Oficial,IBAGUE
DRL048,Carro,Oficial,PEREIRA
CDB171,Carro,Particular,BUCARAMANGA
TFK996,Carro,Oficial,TUNJA
CJP53F,Moto,Motocicleta,COLOMBIA
WJV861,Carro,Publico,MANIZALES
JJB912,Carro,Particular,PEREIRA
ETA776,Carro,Oficial,PEREIRA
EHS665,Carro,Particular,BOGOTA D.C.
SYD796,Carro,Oficial,TUNJA
NHX658,Carro,Publico,PEREIRA
BDQ92Q,Moto,Motocicleta,COLOMBIA
KNP52E,Moto,Motocicleta,COLOMBIA
ALL26Z,Moto,Motocicleta,COLOMBIA
BPQ08R,Moto,Motocicleta,COLOMBIA
CSQ59E,Moto,Motocicleta,COLOMBIA
WXQ016,Carro,Oficial,IBAGUE
JJB802,Carro,Oficial,BOGOTA D.C.
ZHV195,Carro,Publico,TUNJA
EFS953,Carro,Oficial,MANIZALES
PCF44Z,Moto,Motocicleta,COLOMBIA
SWS91N,Moto,Motocicleta,COLOMBIA
AKC028,Carro,Publico,MANIZALES
CYY336,Carro,Publico,BUCARAMANGA
MTI95H,Moto,Motocicleta,COLOMBIA
DTW20S,Moto,Motocicleta,COLOMBIA
WGH119,Carro,Publico,TUNJA
ZRC02A,Moto,Motocicleta,COLOMBIA
JHJ929,Carro,Publico,CUCUTA
XPM308,Carro,Particular,CUCUTA
XWM015,Carro,Publico,MEDELLIN
CPZ92A,Moto,Motocicleta,COLOMBIA
REC228,Carro,Particular,PEREIRA
FNU196,Carro,Particular,IBAGUE
SAY91Z,Moto,Motocicleta,COLOMBIA
RNE90Y,Moto,Motocicleta,COLOMBIA
MBU32Z,Moto,Motocicleta,COLOMBIA
MPV034,Carro,Publico,IBAGUE
KGP72I,Moto,Motocicleta,COLOMBIA
KDA64H,Moto,Motocicleta,COLOMBIA
WYH346,Carro,Particular,CUCUTA
UTS59U,Moto,Motocicleta,COLOMBIA
FWW034,Carro,Publico,BUCARAMANGA
HUT142,Carro,Publico,IBAGUE
PGK34Y,Moto,Motocicleta,COLOMBIA
XQC674,Carro,Particular,BUCARAMANGA
WIU07Q,Moto,Motocicleta,COLOMBIA
UFF333,Carro,Oficial,BARRANQUILLA
ZYR73M,Moto,Motocicleta,COLOMBIA
GKS436,Carro,Oficial,TUNJA
QJS92S,Moto,Motocicleta,COLOMBIA
XVL85K,Moto,Motocicleta,COLOMBIA
PRB768,Carro,Publico,BUCARAMANGA
LJP74X,Moto,Motocicleta,COLOMBIA
SCY28F,Moto,Motocicleta,COLOMBIA
VCY366,Carro,Publico,CALI
SVK10G,Moto,Motocicleta,COLOMBIA
GMW51I,Moto,Motocicleta,COLOMBIA
DIV94Y,Moto,Motocicleta,COLOMBIA
SEF123,Carro,Oficial,BARRANQUILLA
FVJ89P,Moto,Motocicleta,COLOMBIA
GPD31L,Moto,Motocicleta,COLOMBIA
EWT79P,Moto,Motocicleta,COLOMBIA
BSK71J,Moto,Motocicleta,COLOMBIA
TIB531,Carro,Oficial,BOGOTA D.C.
DXU829,Carro,Publico,PASTO
LTC424,Carro,Particular,MANIZALES
PUF880,Carro,Oficial,PEREIRA
MLB423,Carro,Oficial,PEREIRA
AYX89E,Moto,Motocicleta,COLOMBIA
YYD709,Carro,Particular,IBAGUE
EWD27N,Moto,Motocicleta,COLOMBIA
CUJ83L,Moto,Motocicleta,COLOMBIA
ZWH33V,Moto,Motocicleta,COLOMBIA
EWH63P,Moto,Motocicleta,COLOMBIA
LBS96F,Moto,Motocicleta,COLOMBIA
NQM31X,Moto,Motocicleta,COLOMBIA
WUT80R,Moto,Motocicleta,COLOMBIA
PKL608,Carro,Oficial,IBAGUE
KQJ82R,Moto,Motocicleta,COLOMBIA
EBQ21V,Moto,Motocicleta,COLOMBIA
ZLT621,Carro,Publico,ENVIGADO
DRA90T,Moto,Motocicleta,COLOMBIA
UCU35J,Moto,Motocicleta,COLOMBIA
HLZ815,Carro,Particular,MANIZALES
LQH25B,Moto,Motocicleta,COLOMBIA
TSX81H,Moto,Motocicleta,COLOMBIA
NLZ806,Carro,Publico,PEREIRA
WCA43C,Moto,Motocicleta,COLOMBIA
FYT49N,Moto,Motocicleta,COLOMBIA
AAP95T,Moto,Motocicleta,COLOMBIA
NDX034,Carro,Oficial,MANIZALES
ERI779,Carro,Oficial,BUCARAMANGA
SBN474,Carro,Oficial,TUNJA
ABP130,Carro,Publico,CUCUTA
FSR09J,Moto,Motocicleta,COLOMBIA
RRN19E,Moto,Motocicleta,COLOMBIA
RSL958,Carro,Particular,MANIZALES
ZXR68Y,Moto,Motocicleta,COLOMBIA
GDW918,Carro,Oficial,MEDELLIN
JET435,Carro,Oficial,MANIZALES
VYN456,Carro,Oficial,CALI
IIH974,Carro,Publico,ENVIGADO
QQZ14A,Moto,Motocicleta,COLOMBIA
RSV310,Carro,Oficial,BARRANQUILLA
NHJ46Y,Moto,Motocicleta,COLOMBIA
VWH482,Carro,Particular,BARRANQUILLA
ABK051,Carro,Oficial,CUCUTA
XRD629,Carro,Publico,ENVIGADO
WKG64W,Moto,Motocicleta,COLOMBIA
QWD654,Carro,Oficial,CUCUTA
YNY017,Carro,Publico,CALI
RSL475,Carro,Particular,MANIZALES
PVM35X,Moto,Motocicleta,COLOMBIA
NVA980,Carro,Publico,CUCUTA
FFH244,Carro,Publico,BOGOTA D.C.
ZPZ111,Carro,Oficial,ENVIGADO
YGC26T,Moto,Motocicleta,COLOMBIA
UZT76J,Moto,Motocicleta,COLOMBIA
XMN52Q,Moto,Motocicleta,COLOMBIA
WKD56I,Moto,Motocicleta,COLOMBIA
AYG200,Carro,Particular,ENVIGADO
QRH48F,Moto,Motocicleta,COLOMBIA
KUM030,Carro,Particular,BOGOTA D.C.
ETY08C,Moto,Motocicleta,COLOMBIA
BRT90U,Moto,Motocicleta,COLOMBIA
FSD707,Carro,Publico,PASTO
SPZ526,Carro,Publico,BARRANQUILLA
JGK05T,Moto,Motocicleta,COLOMBIA
IRG501,Carro,Publico,BARRANQUILLA
UUA748,Carro,Oficial,CUCUTA
XYC851,Carro,Publico,PEREIRA
RQI025,Carro,Particular,IBAGUE
QGL82C,Moto,Motocicleta,COLOMBIA
NPK94Y,Moto,Motocicleta,COLOMBIA
HJI383,Carro,Particular,BARRANQUILLA
QDK03Y,Moto,Motocicleta,COLOMBIA
MMP53Y,Moto,Motocicleta,COLOMBIA
DQN991,Carro,Particular,TUNJA
IVU171,Carro,Publico,PASTO
FYW88C,Moto,Motocicleta,COLOMBIA
KLR660,Carro,Particular,PEREIRA
HUJ429,Carro,Oficial,PASTO
DXH371,Carro,Particular,PASTO
PXC25W,Moto,Motocicleta,COLOMBIA
KTH91I,Moto,Motocicleta,COLOMBIA
BDS91D,Moto,Motocicleta,COLOMBIA
DHY32D,Moto,Motocicleta,COLOMBIA
JZW90R,Moto,Motocicleta,COLOMBIA
WUU473,Carro,Particular,BOGOTA D.C.
CNT31V,Moto,Motocicleta,COLOMBIA
ELC49W,Moto,Motocicleta,COLOMBIA
TBF123,Carro,Oficial,PASTO
WWD31C,Moto,Motocicleta,COLOMBIA
QFL416,Carro,Oficial,CALI
QGM11V,Moto,Motocicleta,COLOMBIA
IAT55L,Moto,Motocicleta,COLOMBIA
SAD95J,Moto,Motocicleta,COLOMBIA
CGT592,Carro,Particular,PEREIRA
DPE114,Carro,Particular,BOGOTA D.C.
EXZ927,Carro,Particular,MANIZALES
UWZ111,Carro,Publico,CALI
MUA14J,Moto,Motocicleta,COLOMBIA
BBI60Z,Moto,Motocicleta,COLOMBIA
IDF994,Carro,Publico,BUCARAMANGA
JRZ765,Carro,Publico,PEREIRA
RUA070,Carro,Particular,CALI
ESM41R,Moto,Motocicleta,COLOMBIA
JZU219,Carro,Publico,BOGOTA D.C.
HBS33L,Moto,Motocicleta,COLOMBIA
VKW270,Carro,Oficial,TUNJA
DAP429,Carro,Oficial,TUNJA
AAN77I,Moto,Motocicleta,COLOMBIA
ENN07E,Moto,Motocicleta,COLOMBIA
QPP24Y,Moto,Motocicleta,COLOMBIA
KGJ71J,Moto,Motocicleta,COLOMBIA
PJB902,Carro,Particular,PEREIRA
PGY64T,Moto,Motocicleta,COLOMBIA
HQY53R,Moto,Motocicleta,COLOMBIA
GPJ342,Carro,Particular,PASTO
MSZ004,Carro,Particular,TUNJA
QMR64F,Moto,Motocicleta,COLOMBIA
QMH01B,Moto,Motocicleta,COLOMBIA
SVH75C,Moto,Motocicleta,COLOMBIA
SJH89D,Moto,Motocicleta,COLOMBIA
ABD27Q,Moto,Motocicleta,COLOMBIA
VPI27I,Moto,Motocicleta,COLOMBIA
MMB844,Carro,Publico,PASTO
PKT580,Carro,Publico,TUNJA
BEL09G,Moto,Motocicleta,COLOMBIA
BPW97X,Moto,Motocicleta,COLOMBIA
PKG019,Carro,Particular,BUCARAMANGA
FYE937,Carro,Oficial,PASTO
GZD94I,Moto,Motocicleta,COLOMBIA
ISQ03R,Moto,Motocicleta,COLOMBIA
HFC23L,Moto,Motocicleta,COLOMBIA
GAU34U,Moto,Motocicleta,COLOMBIA
CDS858,Carro,Publico,MANIZALES
NFG272,Carro,Particular,PASTO
ZTG082,Carro,Particular,TUNJA
MGQ37Q,Moto,Motocicleta,COLOMBIA
FQA82X,Moto,Motocicleta,COLOMBIA
ZMI01J,Moto,Motocicleta,COLOMBIA
FJQ83F,Moto,Motocicleta,COLOMBIA
VSK817,Carro,Particular,TUNJA
LWR328,Carro,Oficial,PEREIRA
NXJ554,Carro,Oficial,ENVIGADO
AGK25K,Moto,Motocicleta,COLOMBIA
NYL862,Carro,Oficial,ENVIGADO
XUJ576,Carro,Publico,TUNJA
NPR41N,Moto,Motocicleta,COLOMBIA
CCQ92E,Moto,Motocicleta,COLOMBIA
QDA454,Carro,Particular,IBAGUE
QMU73P,Moto,Motocicleta,COLOMBIA
ZDQ685,Carro,Particular,MEDELLIN
LNV98U,Moto,Motocicleta,COLOMBIA
MGG26B,Moto,Motocicleta,COLOMBIA
VXY339,Carro,Publico,MANIZALES
KLX251,Carro,Particular,MANIZALES
ZFS404,Carro,Oficial,BARRANQUILLA
RZK346,Carro,Particular,TUNJA
QFR259,Carro,Publico,ENVIGADO
JDX647,Carro,Publico,MANIZALES
HRS678,Carro,Oficial,TUNJA
FTJ845,Carro,Oficial,ENVIGADO
WDJ426,Carro,Particular,BARRANQUILLA
RCX883,Carro,Oficial,MEDELLIN
BFF33Q,Moto,Motocicleta,COLOMBIA
LYG849,Carro,Particular,CUCUTA
BLL493,Carro,Particular,PEREIRA
HWY573,Carro,Particular,BARRANQUILLA
MDZ62R,Moto,Motocicleta,COLOMBIA
INL23W,Moto,Motocicleta,COLOMBIA
NBL38Q,Moto,Motocicleta,COLOMBIA
KAM14M,Moto,Motocicleta,COLOMBIA
LMW792,Carro,Oficial,TUNJA
TFU339,Carro,Publico,TUNJA
CZT44P,Moto,Motocicleta,COLOMBIA
YRI129,Carro,Particular,BARRANQUILLA
UQV962,Carro,Publico,BARRANQUILLA
SDU976,Carro,Oficial,ENVIGADO
YZA28S,Moto,Motocicleta,COLOMBIA
CTK59U,Moto,Motocicleta,COLOMBIA
EZS04G,Moto,Motocicleta,COLOMBIA
WQM20A,Moto,Motocicleta,COLOMBIA
JRS64V,Moto,Motocicleta,COLOMBIA
MDG522,Carro,Publico,MEDELLIN
DZZ195,Carro,Particular,PEREIRA
NLN75S,Moto,Motocicleta,COLOMBIA
TAS30P,Moto,Motocicleta,COLOMBIA
KVN774,Carro,Particular,ENVIGADO
JIN89W,Moto,Motocicleta,COLOMBIA
VUM465,Carro,Oficial,TUNJA
GZV24Y,Moto,Motocicleta,COLOMBIA
RVI560,Carro,Oficial,BUCARAMANGA
ERQ829,Carro,Oficial,MANIZALES
JZT50P,Moto,Motocicleta,COLOMBIA
LRR613,Carro,Particular,BOGOTA D.C.
ENH01D,Moto,Motocicleta,COLOMBIA
DSP64X,Moto,Motocicleta,COLOMBIA
ZNW394,Carro,Oficial,MANIZALES
VAK274,Carro,Particular,IBAGUE
UXR277,Carro,Publico,BARRANQUILLA
LGS916,Carro,Oficial,PASTO
IHE25T,Moto,Motocicleta,COLOMBIA
MJR846,Carro,Particular,CALI
CRG420,Carro,Publico,BOGOTA D.C.
TME15J,Moto,Motocicleta,COLOMBIA
REB024,Carro,Publico,BUCARAMANGA
JFS385,Carro,Particular,CUCUTA
MZS50K,Moto,Motocicleta,COLOMBIA
ARX693,Carro,Publico,PEREIRA
BRF94B,Moto,Motocicleta,COLOMBIA
GBS722,Carro,Oficial,PEREIRA
GCC645,Carro,Oficial,PEREIRA
KBL08N,Moto,Motocicleta,COLOMBIA
JRU60E,Moto,Motocicleta,COLOMBIA
XGM677,Carro,Publico,BUCARAMANGA
YWP349,Carro,Oficial,BUCARAMANGA
JEZ633,Carro,Publico,MANIZALES
WNN11F,Moto,Motocicleta,COLOMBIA
NRB397,Carro,Publico,IBAGUE
QIQ89K,Moto,Motocicleta,COLOMBIA
FJF434,Carro,Oficial,PEREIRA
RAK577,Carro,Publico,PASTO
WRG409,Carro,Oficial,ENVIGADO
GUQ867,Carro,Publico,MANIZALES
GJC103,Carro,Oficial,MEDELLIN
QPJ21H,Moto,Motocicleta,COLOMBIA
DKS52E,Moto,Motocicleta,COLOMBIA
SYF96J,Moto,Motocicleta,COLOMBIA
UBP763,Carro,Publico,PEREIRA
HJU57W,Moto,Motocicleta,COLOMBIA
PNQ029,Carro,Oficial,PASTO
TDL249,Carro,Oficial,ENVIGADO
YWW78G,Moto,Motocicleta,COLOMBIA
UHA015,Carro,Particular,TUNJA
WAT496,Carro,Oficial,CALI
SFB97H,Moto,Motocicleta,COLOMBIA
NDA76G,Moto,Motocicleta,COLOMBIA
KQJ919,Carro,Publico,PASTO
IUJ167,Carro,Particular,ENVIGADO
EQH028,Carro,Oficial,BOGOTA D.C.
NZV965,Carro,Publico,PASTO
PJH353,Carro,Particular,ENVIGADO
DIL07E,Moto,Motocicleta,COLOMBIA
GMZ525,Carro,Oficial,MEDELLIN
ETN21U,Moto,Motocicleta,COLOMBIA
NKZ55F,Moto,Motocicleta,COLOMBIA
PRV126,Carro,Particular,PASTO
WRG02W,Moto,Motocicleta,COLOMBIA
VRH63L,Moto,Motocicleta,COLOMBIA
IWT194,Carro,Publico,CUCUTA
QBV55J,Moto,Motocicleta,COLOMBIA
PHG112,Carro,Publico,PEREIRA
PPT77Y,Moto,Motocicleta,COLOMBIA
BPP910,Carro,Oficial,CUCUTA
MRH30H,Moto,Motocicleta,COLOMBIA
ERP541,Carro,Publico,BOGOTA D.C.
ULW09T,Moto,Motocicleta,COLOMBIA
WRH04P,Moto,Motocicleta,COLOMBIA
DER38W,Moto,Motocicleta,COLOMBIA
QMF599,Carro,Publico,MEDELLIN
XXB400,Carro,Publico,PEREIRA
ZHP963,Carro,Publico,PEREIRA
XBT509,Carro,Publico,PASTO
XYD723,Carro,Particular,PEREIRA
PRZ572,Carro,Oficial,BOGOTA D.C.
UNT803,Carro,Oficial,CALI
MMV181,Carro,Publico,MEDELLIN
GWK442,Carro,Publico,CUCUTA
BSC451,Carro,Particular,PEREIRA
LHX23A,Moto,Motocicleta,COLOMBIA
RXA85F,Moto,Motocicleta,COLOMBIA
IYM63K,Moto,Motocicleta,COLOMBIA
PDI13Y,Moto,Motocicleta,COLOMBIA
KMT33R,Moto,Motocicleta,COLOMBIA
YPQ420,Carro,Oficial,IBAGUE
BJL10X,Moto,Motocicleta,COLOMBIA
KBE71E,Moto,Motocicleta,COLOMBIA
HGZ014,Carro,Particular,PASTO
RUZ61M,Moto,Motocicleta,COLOMBIA
QHU052,Carro,Particular,BARRANQUILLA
FVF21T,Moto,Motocicleta,COLOMBIA
IAV668,Carro,Publico,BOGOTA D.C.
ZQA197,Carro,Publico,ENVIGADO
RVP061,Carro,Oficial,BARRANQUILLA
MXZ32K,Moto,Motocicleta,COLOMBIA
JIP397,Carro,Oficial,IBAGUE
QXH38D,Moto,Motocicleta,COLOMBIA
JNF32R,Moto,Motocicleta,COLOMBIA
GAL25J,Moto,Motocicleta,COLOMBIA
AQK05K,Moto,Motocicleta,COLOMBIA
FZL65Y,Moto,Motocicleta,COLOMBIA
MDD95B,Moto,Motocicleta,COLOMBIA
CXA50D,Moto,Motocicleta,COLOMBIA
JXH375,Carro,Particular,MANIZALES
SNE25H,Moto,Motocicleta,COLOMBIA
VGE439,Carro,Particular,BARRANQUILLA
XHP691,Carro,Particular,PEREIRA
XRT25K,Moto,Motocicleta,COLOMBIA
SJE236,Carro,Oficial,TUNJA
GBC485,Carro,Oficial,PEREIRA
YKX45I,Moto,Motocicleta,COLOMBIA
VBB022,Carro,Publico,TUNJA
DRA81L,Moto,Motocicleta,COLOMBIA
QKI93F,Moto,Motocicleta,COLOMBIA
QDQ346,Carro,Publico,BARRANQUILLA
YNX430,Carro,Publico,BUCARAMANGA
KPX006,Carro,Particular,BOGOTA D.C.
ZKL07F,Moto,Motocicleta,COLOMBIA
FGG003,Carro,Particular,TUNJA
RZG104,Carro,Particular,PEREIRA
NYH091,Carro,Publico,IBAGUE
CHT43T,Moto,Motocicleta,COLOMBIA
PEY22V,Moto,Motocicleta,COLOMBIA
JLM08H,Moto,Motocicleta,COLOMBIA
YIP288,Carro,Publico,TUNJA
GGT51A,Moto,Motocicleta,COLOMBIA
ZZX93I,Moto,Motocicleta,COLOMBIA
GHE21C,Moto,Motocicleta,COLOMBIA
YZN724,Carro,Publico,CALI
QBH344,Carro,Particular,MEDELLIN
APE45C,Moto,Motocicleta,COLOMBIA
JPT078,Carro,Publico,MANIZALES
QMA885,Carro,Particular,BOGOTA D.C.
BFD09R,Moto,Motocicleta,COLOMBIA
ZYR638,Carro,Publico,BOGOTA D.C.
MQW960,Carro,Oficial,BOGOTA D.C.
QJA72E,Moto,Motocicleta,COLOMBIA
VEA22T,Moto,Motocicleta,COLOMBIA
TRW641,Carro,Publico,CALI
GAX95W,Moto,Motocicleta,COLOMBIA
JTG076,Carro,Publico,BOGOTA D.C.
CBA28Z,Moto,Motocicleta,COLOMBIA
URQ75M,Moto,Motocicleta,COLOMBIA
CSN91J,Moto,Motocicleta,COLOMBIA
GNY053,Carro,Particular,IBAGUE
XVX242,Carro,Particular,CUCUTA
MJE791,Carro,Publico,MANIZALES
EJR209,Carro,Publico,BUCARAMANGA
TNJ22U,Moto,Motocicleta,COLOMBIA
TMX383,Carro,Particular,ENVIGADO
FTN40I,Moto,Motocicleta,COLOMBIA
MJH15D,Moto,Motocicleta,COLOMBIA
SEW32M,Moto,Motocicleta,COLOMBIA
ACN60R,Moto,Motocicleta,COLOMBIA
PCN358,Carro,Oficial,ENVIGADO
RUF29T,Moto,Motocicleta,COLOMBIA
FEG746,Carro,Publico,ENVIGADO
RDM135,Carro,Oficial,BUCARAMANGA
FAC623,Carro,Oficial,IBAGUE
SRK192,Carro,Oficial,PEREIRA
QDG75C,Moto,Motocicleta,COLOMBIA
IBM01Z,Moto,Motocicleta,COLOMBIA
UVX96Q,Moto,Motocicleta,COLOMBIA
SMN51V,Moto,Motocicleta,COLOMBIA
UNT82E,Moto,Motocicleta,COLOMBIA
AGF26N,Moto,Motocicleta,COLOMBIA
KAI002,Carro,Publico,BARRANQUILLA
VLF70B,Moto,Motocicleta,COLOMBIA
XLM394,Carro,Publico,TUNJA
FAX05P,Moto,Motocicleta,COLOMBIA
KWL66C,Moto,Motocicleta,COLOMBIA
DXU61P,Moto,Motocicleta,COLOMBIA
RNI98V,Moto,Motocicleta,COLOMBIA
PTB34X,Moto,Motocicleta,COLOMBIA
GGB83G,Moto,Motocicleta,COLOMBIA
PVH63T,Moto,Motocicleta,COLOMBIA
XLW825,Carro,Particular,MEDELLIN
TCX42Y,Moto,Motocicleta,COLOMBIA
PQX125,Carro,Oficial,BARRANQUILLA
KLF116,Carro,Oficial,BUCARAMANGA
BRK45D,Moto,Motocicleta,COLOMBIA
IXU321,Carro,Oficial,PASTO
KKK30M,Moto,Motocicleta,COLOMBIA
BXM83K,Moto,Motocicleta,COLOMBIA
SDT817,Carro,Particular,BUCARAMANGA
NPX507,Carro,Oficial,PASTO
QSL367,Carro,Publico,CALI
AWA40N,Moto,Motocicleta,COLOMBIA
FYG276,Carro,Oficial,MEDELLIN
VMC56I,Moto,Motocicleta,COLOMBIA
ILU529,Carro,Publico,BARRANQUILLA
PHK31I,Moto,Motocicleta,COLOMBIA
RFH070,Carro,Oficial,PASTO
XIR561,Carro,Oficial,BARRANQUILLA
DLD19W,Moto,Motocicleta,COLOMBIA
BPU003,Carro,Publico,BOGOTA D.C.
HDN122,Carro,Particular,PASTO
PGN841,Carro,Oficial,MANIZALES
FDP16L,Moto,Motocicleta,COLOMBIA
QNJ931,Carro,Particular,BARRANQUILLA
JBA25Y,Moto,Motocicleta,COLOMBIA
YIA91D,Moto,Motocicleta,COLOMBIA
XVE398,Carro,Oficial,IBAGUE
BRS379,Carro,Oficial,CUCUTA
YFI99Z,Moto,Motocicleta,COLOMBIA
VSX26Z,Moto,Motocicleta,COLOMBIA
HRJ68G,Moto,Motocicleta,COLOMBIA
HKC47B,Moto,Motocicleta,COLOMBIA
TIP903,Carro,Particular,ENVIGADO
SPI267,Carro,Publico,CUCUTA
XAQ79F,Moto,Motocicleta,COLOMBIA
MYV319,Carro,Publico,PASTO
FMK428,Carro,Oficial,MEDELLIN
JKW58K,Moto,Motocicleta,COLOMBIA
PIX259,Carro,Particular,MANIZALES
KNJ59Q,Moto,Motocicleta,COLOMBIA
AEL96A,Moto,Motocicleta,COLOMBIA
YWV224,Carro,Publico,BOGOTA D.C.
AVG439,Carro,Particular,ENVIGADO
ICS43Z,Moto,Motocicleta,COLOMBIA
QZC46X,Moto,Motocicleta,COLOMBIA
YLX06E,Moto,Motocicleta,COLOMBIA
DUF652,Carro,Particular,ENVIGADO
XNN29V,Moto,Motocicleta,COLOMBIA
LYC914,Carro,Particular,ENVIGADO
RVQ308,Carro,Publico,BUCARAMANGA
RKT07F,Moto,Motocicleta,COLOMBIA
EYD68K,Moto,Motocicleta,COLOMBIA
GXT65B,Moto,Motocicleta,COLOMBIA
JUD86I,Moto,Motocicleta,COLOMBIA
DYX426,Carro,Particular,TUNJA
WBX81Y,Moto,Motocicleta,COLOMBIA
TTE509,Carro,Publico,ENVIGADO
UGY68H,Moto,Motocicleta,COLOMBIA
YJR022,Carro,Publico,MEDELLIN
SYG49X,Moto,Motocicleta,COLOMBIA
KSW619,Carro,Publico,IBAGUE
HGC82U,Moto,Motocicleta,COLOMBIA
IWA98Y,Moto,Motocicleta,COLOMBIA
CXK56L,Moto,Motocicleta,COLOMBIA
FZH807,Carro,Oficial,MANIZALES
EZY80T,Moto,Motocicleta,COLOMBIA
CYB27T,Moto,Motocicleta,COLOMBIA
XFZ562,Carro,Publico,CALI
RDR95E,Moto,Motocicleta,COLOMBIA
UIG294,Carro,Publico,TUNJA
QLT59Q,Moto,Motocicleta,COLOMBIA
JUJ47Q,Moto,Motocicleta,COLOMBIA
JFI183,Carro,Particular,BUCARAMANGA
QCH08U,Moto,Motocicleta,COLOMBIA
QUN877,Carro,Publico,PASTO
KXC82D,Moto,Motocicleta,COLOMBIA
RUA63B,Moto,Motocicleta,COLOMBIA
LEI714,Carro,Publico,BARRANQUILLA
BXP856,Carro,Publico,MEDELLIN
XCU64D,Moto,Motocicleta,COLOMBIA
CNK914,Carro,Publico,CALI
TWN05Z,Moto,Motocicleta,COLOMBIA
WKM451,Carro,Oficial,BARRANQUILLA
GKL824,Carro,Particular,TUNJA
SDW53I,Moto,Motocicleta,COLOMBIA
ZRU148,Carro,Particular,ENVIGADO
FYL84E,Moto,Motocicleta,COLOMBIA
LFQ83E,Moto,Motocicleta,COLOMBIA
TKU25X,Moto,Motocicleta,COLOMBIA
BDA468,Carro,Oficial,PASTO
EKZ057,Carro,Publico,ENVIGADO
TLD571,Carro,Publico,ENVIGADO
QFJ08T,Moto,Motocicleta,COLOMBIA
IUG43A,Moto,Motocicleta,COLOMBIA
GZK82A,Moto,Motocicleta,COLOMBIA
XLV950,Carro,Particular,BOGOTA D.C.
TZB47C,Moto,Motocicleta,COLOMBIA
ADF074,Carro,Oficial,BARRANQUILLA
VIH11L,Moto,Motocicleta,COLOMBIA
QAQ870,Carro,Publico,CUCUTA
KUU196,Carro,Publico,TUNJA
ZAR102,Carro,Oficial,BOGOTA D.C.
WPL789,Carro,Publico,MANIZALES
LKS58N,Moto,Motocicleta,COLOMBIA
KES90U,Moto,Motocicleta,COLOMBIA
GFG57L,Moto,Motocicleta,COLOMBIA
LFT306,Carro,Particular,MANIZALES
CNN581,Carro,Publico,PEREIRA
NCI825,Carro,Oficial,PEREIRA
YXL96H,Moto,Motocicleta,COLOMBIA
ENL057,Carro,Publico,BOGOTA D.C.
NNT56E,Moto,Motocicleta,COLOMBIA
ENV65L,Moto,Motocicleta,COLOMBIA
AWP866,Carro,Oficial,TUNJA
YGP76X,Moto,Motocicleta,COLOMBIA
JUD718,Carro,Particular,BOGOTA D.C.
DKP78L,Moto,Motocicleta,COLOMBIA
RXP737,Carro,Publico,CUCUTA
MNV128,Carro,Particular,BARRANQUILLA
TKF021,Carro,Oficial,IBAGUE
BGM35E,Moto,Motocicleta,COLOMBIA
HDL15R,Moto,Motocicleta,COLOMBIA
PGW039,Carro,Publico,CALI
BSK384,Carro,Oficial,BOGOTA D.C.
LYU54H,Moto,Motocicleta,COLOMBIA
MBP731,Carro,Oficial,BOGOTA D.C.
AXH77G,Moto,Motocicleta,COLOMBIA
PUU307,Carro,Publico,CUCUTA
